,track_id,set_split,artist_id,artist_name,artist_favorites,track_title,track_date,track_genre_top,track_genres,track_favorites,track_interest,track_listens
80,1686,training,1259,The Sounds of Taraab,12,Rufiji,2008-11-26 03:02:04,International,[2],1,2011,657
81,1687,training,1259,The Sounds of Taraab,12,"Lala, Mpenzi Lala",2008-11-26 03:02:10,International,[2],0,1351,476
82,1688,training,1259,The Sounds of Taraab,12,Sishituki,2008-11-26 03:02:18,International,[2],1,1052,423
83,1689,training,1259,The Sounds of Taraab,12,Unalo,2008-11-26 03:02:23,International,[2],1,1183,500
84,1701,training,278,Spires That in the Sunset Rise,18,Clouds,2008-11-26 03:03:10,Folk,[17],4,2486,543
85,1702,training,278,Spires That in the Sunset Rise,18,Java Pop,2008-11-26 03:03:17,Folk,[17],3,2531,689
86,1703,training,278,Spires That in the Sunset Rise,18,Equus Haar,2008-11-26 03:03:20,Folk,[17],3,3764,2845
87,1704,training,278,Spires That in the Sunset Rise,18,Morning Song,2008-11-26 03:03:31,Folk,[17],3,2573,517
88,1706,training,279,Strapping Fieldhands,5,In the Pineys,2008-11-26 03:03:41,Rock,[12],13,3180,2308
89,1720,training,281,Sun Araw,58,Harken Sunshine,2008-11-26 03:04:09,Rock,[58],15,4746,3282
90,1732,training,288,Teeth Mountain,42,Black Jerusalem,2008-11-26 03:04:48,Experimental,[38],7,2094,1030
91,1733,training,288,Teeth Mountain,42,Keinsein,2008-11-26 03:04:52,Experimental,[38],26,4162,3544
92,1735,training,288,Teeth Mountain,42,Ghost Science,2008-11-26 03:04:57,Experimental,[38],22,9711,3332
93,1736,training,288,Teeth Mountain,42,Soft Beast,2008-11-26 03:04:59,Experimental,[38],6,2412,682
94,1883,training,304,The Yolks,5,I Do What I Do,2008-11-26 03:11:42,Rock,[12],10,2711,2403
95,1891,training,305,Thee Oh Sees,89,Kids In Cars,2008-11-26 03:12:02,Rock,[12],22,37395,4896
96,1924,training,312,The Twin Atlas,4,Calling For You,2008-11-26 03:13:48,Folk,[17],2,2522,599
97,1925,training,312,The Twin Atlas,4,Happy At The Wheel,2008-11-26 03:13:49,Folk,[17],4,3073,1017
98,1929,training,314,U.S. Girls,61,Buzz Chant,2008-11-26 03:13:57,Experimental,[1],20,5525,4684
99,1930,training,315,Upsilon Acrux,4,So Thereby...and furthermore...thus henceforth...Mono,2008-11-26 03:14:00,Rock,[98],3,5116,2464
100,2096,training,150,Grouper,60,title unknown,2008-11-26 03:22:02,Experimental,[38],9,1627,1019
101,2097,training,153,Hall Of Fame,8,My Sweet Miasma,2008-11-26 03:22:06,Folk,[17],4,2083,1822
102,2099,training,348,luc,0,....like bacon sundays,2008-11-26 03:22:12,Pop,[76],2,1931,1106
103,3270,training,417,Arborea,10,Song for Obol,2008-12-04 19:25:19,Folk,[17],3,2173,1787
104,3271,training,417,Arborea,10,Beirut,2008-12-04 19:25:23,Folk,[17],6,2055,1680
105,3272,training,417,Arborea,10,Seadrift,2008-12-04 19:25:27,Folk,[17],8,2122,1693
106,3273,training,417,Arborea,10,Redbird,2008-12-04 19:25:30,Folk,[17],11,1888,1474
107,3274,training,417,Arborea,10,Forewarned,2008-12-04 19:25:36,Folk,[17],14,3574,2986
108,3492,training,575,Citay,14,On The Wings,2008-12-04 19:49:40,Rock,[12],11,4658,2718
109,3532,training,610,Cryptacize,13,Heaven Is Human,2008-12-04 19:52:29,Pop,[76],3,3102,2086
110,3533,training,610,Cryptacize,13,New Spell,2008-12-04 19:52:32,Pop,[76],1,2595,765
111,3534,training,610,Cryptacize,13,Cosmic Sing-a-long,2008-12-04 19:52:34,Pop,[76],6,2864,1461
112,3535,training,610,Cryptacize,13,No Coins,2008-12-04 19:52:38,Pop,[76],1,1947,779
113,3537,training,610,Cryptacize,13,We'll Never Dream Again,2008-12-04 19:52:45,Pop,[76],2,1863,537
114,3538,training,610,Cryptacize,13,Say You Will,2008-12-04 19:52:48,Pop,[76],5,1943,652
115,3573,training,1647,Dan Deacon,45,Piggled,2008-12-04 19:58:19,Electronic,[15],15,7512,6678
116,3598,training,127,Ed Askew,7,Little Eyes,2008-12-04 20:00:43,Folk,[17],2,3020,903
117,3707,training,844,Gary Higgins,7,Stable the Spuds,2008-12-04 20:10:06,Folk,[17],1,3731,1726
118,3708,training,844,Gary Higgins,7,Thicker Than A Smokey,2008-12-04 20:10:11,Folk,[17],5,2179,1525
119,3720,training,876,Indian Jewelry,18,Walking on the Water,2008-12-04 20:12:01,Rock,"[53, 58]",9,6923,6074
120,3721,training,876,Indian Jewelry,18,Pow Wow,2008-12-04 20:12:04,Rock,"[53, 58]",6,4980,3970
121,3722,training,876,Indian Jewelry,18,Swans,2008-12-04 20:12:06,Rock,"[53, 58]",12,9700,9378
122,3724,training,876,Indian Jewelry,18,Temporary Famine Ship,2008-12-04 20:12:11,Rock,"[53, 58]",3,6607,6095
123,3725,training,876,Indian Jewelry,18,West Alabama,2008-12-04 20:12:13,Rock,"[53, 58]",2,5345,4229
124,3761,training,921,Kinski,16,Improv,2008-12-04 20:16:38,Rock,"[12, 26]",3,8593,8178
125,3762,training,921,Kinski,16,Snowy Parts of Scandinavia,2008-12-04 20:16:42,Rock,"[12, 26]",3,6208,5603
126,3763,training,921,Kinski,16,Shelley Winters Overdrive,2008-12-04 20:16:46,Rock,"[12, 26]",20,28410,11532
127,3765,training,921,Kinski,16,Waves of Second Guessing,2008-12-04 20:16:56,Rock,"[12, 26]",5,4360,3704
128,3766,training,921,Kinski,16,Rhode Island Freakout,2008-12-04 20:17:00,Rock,"[12, 26]",5,3540,2979
129,3775,training,932,La Troba Kung-Fu,5,Cumbia Infierno,2008-12-04 20:18:14,International,"[46, 117]",5,5995,4795
130,3776,training,932,La Troba Kung-Fu,5,La Canco de Lladre,2008-12-04 20:18:20,International,"[46, 117]",2,2776,1831
131,3777,training,932,La Troba Kung-Fu,5,Volant,2008-12-04 20:18:26,International,"[46, 117]",2,4094,2375
132,3778,training,932,La Troba Kung-Fu,5,Calor Calor,2008-12-04 20:18:32,International,"[46, 117]",5,5813,4105
133,3779,training,932,La Troba Kung-Fu,5,Rock Rumba,2008-12-04 20:18:35,International,"[46, 117]",2,4636,3031
134,3832,training,1615,Lior,1,Bedoin Song,2008-12-04 20:22:24,Folk,[17],0,4219,3787
135,3833,training,190,Lightning Bolt,64,Track 01,2008-12-04 20:22:32,Rock,[12],3,3428,2639
136,3840,training,190,Lightning Bolt,64,Track 08,2008-12-04 20:23:30,Rock,[12],3,4680,4201
137,3880,training,826,Mary Halvorson and Jessica Pavone,12,Crawling,2008-12-04 20:28:14,Folk,[17],5,5811,3092
138,3895,training,1023,MetroFolk,2,Invitita and de Cingheri from Transylvania,2008-12-04 20:29:56,International,[118],3,1191,719
139,3896,training,1023,MetroFolk,2,Gypsy Csardas and Men's Dances from Kalotaszeg,2008-12-04 20:30:02,International,[118],4,3054,1453
140,3904,training,559,Michael Chapman,20,Sometimes,2008-12-04 20:32:16,Folk,[17],6,3017,1869
141,3905,training,559,Michael Chapman,20,Twisted Road,2008-12-04 20:32:21,Folk,[17],3,3207,1320
142,3906,training,559,Michael Chapman,20,Sometimes,2008-12-04 20:32:26,Folk,[17],4,2472,1441
143,3908,training,559,Michael Chapman,20,Caddo Lake,2008-12-04 20:32:32,Folk,[17],4,2368,999
144,3909,training,559,Michael Chapman,20,Dewbury Road / That Time of Night,2008-12-04 20:32:37,Folk,[17],4,2789,1022
145,3910,training,559,Michael Chapman,20,Kodak Ghosts,2008-12-04 20:32:43,Folk,[17],9,2554,1786
146,3911,training,559,Michael Chapman,20,Dust Devils,2008-12-04 20:32:46,Folk,[17],3,2320,1334
147,3912,training,559,Michael Chapman,20,Fahey's Flag,2008-12-04 20:32:49,Folk,[17],5,1631,944
148,3913,training,559,Michael Chapman,20,Memhpis in Winter,2008-12-04 20:32:52,Folk,[17],9,3035,1475
149,3920,training,851,Michael Holt,4,Fragrant Rota,2008-12-04 20:33:15,Folk,[17],4,4528,1384
150,3921,training,851,Michael Holt,4,Hiawatha's Lullaby,2008-12-04 20:33:18,Folk,[17],4,3643,1449
151,3950,training,1037,Miss Derringer,5,Click Click Bang Bang,2008-12-04 20:34:59,Rock,"[12, 85]",7,3966,2528
152,4013,training,1070,Nalle,7,Ravens,2008-12-04 20:41:38,Folk,[17],0,1204,791
153,4017,training,1070,Nalle,7,New Roots,2008-12-04 20:42:01,Folk,[17],1,1278,611
154,4037,training,1622,Neil Halstead,0,Oh! Mighty Engine,2008-12-04 20:43:23,Folk,[103],5,7324,6602
155,4066,training,1374,Peter Walker,1,Soleade,2008-12-04 20:46:15,Folk,[33],3,2807,412
156,4067,training,1374,Peter Walker,1,Por Rosa,2008-12-04 20:46:18,Folk,[33],2,3068,329
157,4068,training,1374,Peter Walker,1,Alegrias Variation,2008-12-04 20:46:23,Folk,[33],2,3729,649
158,4069,training,1374,Peter Walker,1,Tune on Karen Dalton's Guitar,2008-12-04 20:46:26,Folk,[33],6,4883,1693
159,4070,training,1134,Pistolera,6,Nuevos Ojos,2008-12-04 20:46:30,International,[46],1,9179,7216
160,4071,training,1134,Pistolera,6,Mentirosas,2008-12-04 20:46:36,International,[46],4,3600,2571
161,4072,training,1134,Pistolera,6,Tatuaje,2008-12-04 20:46:38,International,[46],3,3768,2547
162,4073,training,1134,Pistolera,6,Policia,2008-12-04 20:46:41,International,[46],0,3087,2322
163,4074,training,1134,Pistolera,6,Vieja,2008-12-04 20:46:44,International,[46],1,2714,1913
164,4075,training,1134,Pistolera,6,Un Momento,2008-12-04 20:46:48,International,[46],1,2427,1636
165,4076,training,1134,Pistolera,6,No te Olvidare,2008-12-04 20:46:52,International,[46],1,3506,2039
166,4077,training,1134,Pistolera,6,Algo Pa que te Olvides,2008-12-04 20:46:55,International,[46],1,2477,1345
167,4078,training,1134,Pistolera,6,No Suspires,2008-12-04 20:46:58,International,[46],2,2893,1629
168,4079,training,1134,Pistolera,6,Extranjero,2008-12-04 20:47:01,International,[46],1,2006,1543
169,4080,training,1134,Pistolera,6,Cazador,2008-12-04 20:47:04,International,[46],1,2284,1711
170,4091,training,1140,Polka Madre,9,1864,2008-12-04 20:48:56,International,"[117, 118, 130]",1,5424,2850
171,4092,training,1140,Polka Madre,9,Nina Olga Vodka,2008-12-04 20:48:59,International,"[117, 118, 130]",1,4429,1952
172,4093,training,1140,Polka Madre,9,Amsterdam,2008-12-04 20:49:01,International,"[117, 118, 130]",4,5438,2211
173,4094,training,1140,Polka Madre,9,Vida Propia,2008-12-04 20:49:04,International,"[117, 118, 130]",2,3625,1301
174,4095,training,1140,Polka Madre,9,Funeral Brahms,2008-12-04 20:49:07,International,"[117, 118, 130]",6,4146,1887
175,4096,training,1140,Polka Madre,9,La Fin Du Monde,2008-12-04 20:49:09,International,"[117, 118, 130]",2,4206,1350
176,4097,training,1140,Polka Madre,9,Clammy Hands,2008-12-04 20:49:13,International,"[117, 118, 130]",1,3438,1305
177,4098,training,1140,Polka Madre,9,Russo Trap,2008-12-04 20:49:15,International,"[117, 118, 130]",3,5155,1582
178,4099,training,1140,Polka Madre,9,Stalin's Head,2008-12-04 20:49:18,International,"[117, 118, 130]",2,3679,1573
179,4100,training,1140,Polka Madre,9,Gitanas Mojadas,2008-12-04 20:49:21,International,"[117, 118, 130]",9,7912,4187
180,4101,training,1140,Polka Madre,9,Karjalainen Tanssi,2008-12-04 20:49:24,International,"[117, 118, 130]",3,5923,2158
181,4102,training,1140,Polka Madre,9,Herasinkuoleena,2008-12-04 20:49:26,International,"[117, 118, 130]",0,5558,2128
182,4103,training,1140,Polka Madre,9,Circo Del Siglo,2008-12-04 20:49:29,International,"[117, 118, 130]",4,7268,3365
183,4232,training,1259,The Sounds of Taraab,12,Bowmazan Ya Mahaba  Bi Kidude song ,2008-12-04 20:56:58,International,"[92, 102]",8,8575,4170
184,4233,training,1259,The Sounds of Taraab,12,Interview,2008-12-04 20:57:03,International,"[92, 102]",1,4564,1758
185,4234,training,1259,The Sounds of Taraab,12,Mapenzi Matamu,2008-12-04 20:57:06,International,"[92, 102]",4,6600,2716
186,4235,training,1259,The Sounds of Taraab,12,Kanilemaza  Ikhwani Safaa,2008-12-04 20:57:10,International,"[92, 102]",0,5701,1897
187,4236,training,1259,The Sounds of Taraab,12,Enyi Wana Damu  Sharmila and Black Star Orchestra,2008-12-04 20:57:17,International,"[92, 102]",2,5435,1760
188,4239,training,1259,The Sounds of Taraab,12,Shishituki,2008-12-04 20:57:35,International,"[92, 102]",0,9903,5440
189,4450,training,1344,Twi the Humble Feather,3,Adventures of Castle One,2008-12-04 21:13:50,Folk,[17],1,1769,541
190,4507,training,1423,Yan Yalego,4,Mon Amant de St. Jean,2008-12-04 21:18:35,International,[77],7,7272,3765
191,4508,training,1423,Yan Yalego,4,Five Foot Two,2008-12-04 21:18:37,International,[77],8,6637,2087
192,4509,training,1423,Yan Yalego,4,Haricots,2008-12-04 21:18:41,International,[77],5,7029,2391
193,4510,training,1423,Yan Yalego,4,no title,2008-12-04 21:18:43,International,[77],6,7769,2322
194,4511,training,1423,Yan Yalego,4,Petit 'n Mwen,2008-12-04 21:18:46,International,[77],5,9793,3946
195,4519,training,846,High Places,38,Golden,2008-12-04 21:21:24,Electronic,[15],13,33081,28728
196,4520,training,846,High Places,38,From Stardust to Sentience,2008-12-04 21:21:26,Electronic,[15],25,22786,18365
197,4521,training,846,High Places,38,Namer,2008-12-04 21:21:29,Electronic,[15],9,24779,23431
198,4522,training,846,High Places,38,Oceanus,2008-12-04 21:21:33,Electronic,[15],7,18880,17222
199,4682,training,618,Dälek,29,Asylum (Permanent Underclass),2008-12-19 12:48:41,Hip-Hop,[21],1,6008,3694
200,4684,training,618,Dälek,29,Eyes to Form Shadows,2008-12-19 12:48:41,Hip-Hop,[21],1,2940,1707
201,4685,training,618,Dälek,29,Ever Somber,2008-12-19 12:48:42,Hip-Hop,[21],3,4317,2770
202,4688,training,618,Dälek,29,Culture for Dollars,2008-12-19 12:48:44,Hip-Hop,[21],4,2858,1086
203,4777,training,823,Half Japanese,38,Firecracker,2008-12-23 12:35:32,Rock,[12],5,14024,11941
204,4778,training,823,Half Japanese,38,Too Much Fun,2008-12-23 12:36:25,Rock,[12],2,8161,6931
205,4779,training,823,Half Japanese,38,Secret Admirer,2008-12-23 12:37:28,Rock,[12],2,3394,2675
206,4780,training,823,Half Japanese,38,Too Much Adrenaline,2008-12-23 12:37:59,Rock,[12],1,5502,4485
207,4781,training,823,Half Japanese,38,No Big Deal,2008-12-23 12:38:49,Rock,[12],1,4290,3247
208,4782,training,823,Half Japanese,38,Thing With a Hook,2008-12-23 12:39:39,Rock,[12],2,3564,2466
209,4784,training,823,Half Japanese,38,Rosemary's Baby,2008-12-23 12:40:45,Rock,[12],2,5982,5091
210,4785,training,823,Half Japanese,38,I Know How It Feels...Bad,2008-12-23 12:41:28,Rock,[12],2,4018,2795
211,4786,training,823,Half Japanese,38,"1,000,000 Kisses",2008-12-23 12:42:01,Rock,[12],4,3817,2646
212,4787,training,823,Half Japanese,38,Nicole Told Me,2008-12-23 12:43:12,Rock,[12],2,4360,2741
213,4788,training,823,Half Japanese,38,Fire To Burn,2008-12-23 12:43:57,Rock,[12],2,5475,3340
214,4799,training,834,Harvey Milk,15,I've Got a Love,2008-12-23 13:10:59,Rock,[12],6,4128,2570
215,4835,training,1119,Peelander-Z,4,Steak,2008-12-30 09:00:02,Rock,[12],3,3180,2530
216,4836,training,1119,Peelander-Z,4,Panda Punk Tongue,2008-12-30 09:00:02,Rock,[12],4,3207,2644
217,4838,training,1119,Peelander-Z,4,Punk Rock,2008-12-30 09:00:04,Rock,[12],5,6337,4430
218,4846,training,911,Mamak Khadem,2,Bistoon,2009-01-02 12:36:38,International,[102],12,3618,2793
219,4848,training,911,Mamak Khadem,2,(introduction),2009-01-02 12:36:40,International,[102],0,2655,2210
220,4849,training,911,Mamak Khadem,2,Avareh,2009-01-02 12:36:41,International,[102],6,4635,3644
221,5006,training,1075,New Bomb Turks,16,"So Long, Silver Lining",2009-01-06 13:30:01,Rock,"[25, 85]",15,6494,5982
222,5156,training,1625,Peter Biedermann,2,Circles,2009-01-21 08:04:59,Folk,[17],5,5194,1864
223,5157,training,1625,Peter Biedermann,2,Copenhagen,2009-01-21 08:06:19,Folk,[17],7,4380,1447
224,5158,training,1625,Peter Biedermann,2,Running,2009-01-21 08:07:24,Folk,[17],10,7412,2854
225,5159,training,1625,Peter Biedermann,2,Christiania,2009-01-21 08:09:05,Folk,[17],7,3931,1475
226,5169,training,1625,Peter Biedermann,2,The Uncommon Man,2009-01-21 08:12:43,Folk,[17],6,4435,1608
227,5170,training,1625,Peter Biedermann,2,Labyrinth,2009-01-21 08:18:30,Folk,[17],9,5191,1973
228,5171,training,1625,Peter Biedermann,2,Cover Up,2009-01-21 08:21:24,Folk,[17],7,4300,2133
229,5264,training,618,Dälek,29,Classical Homicide,2009-01-22 12:05:53,Hip-Hop,[21],1,2168,1238
230,5268,training,618,Dälek,29,3 Rocks Blessed,2009-01-22 12:05:55,Hip-Hop,[21],15,3623,4020
231,5376,training,826,Mary Halvorson and Jessica Pavone,12,The Clouds,2009-01-26 07:33:30,Folk,[17],2,832,711
232,5381,training,826,Mary Halvorson and Jessica Pavone,12,Hartford,2009-01-26 07:33:34,Folk,[17],2,972,822
233,5521,training,1764,The Apartment,2,alone now,2009-01-30 08:39:59,Experimental,[224],2,1384,963
234,5879,training,308,Bob Wiseman,12,Rock and Tree,2009-02-05 22:06:03,Folk,[94],4,1543,925
235,5936,training,1796,Susanna,0,Traveling,2009-02-09 10:21:39,Folk,[103],2,3414,2184
236,5940,training,1797,Howard Fishman,0,When It Rains,2009-02-09 10:33:04,Folk,[103],0,1601,900
237,6329,training,1832,Sheqer,2,Krivo Kopanitsa Horo,2009-02-17 12:31:12,International,"[2, 118]",2,1857,918
238,6330,training,1259,The Sounds of Taraab,12,Nie Zama Nie Sema,2009-02-17 12:31:52,International,"[2, 92]",1,3692,1317
239,6332,training,1835,Raya Brass Band,6,Taso's Hasapiko,2009-02-17 12:34:26,International,"[2, 118]",0,2070,602
240,6342,training,1837,Zikrayat,12,Doulab Nahawand Murassaa,2009-02-17 12:36:35,International,"[2, 102]",8,7401,3589
241,6354,training,1259,The Sounds of Taraab,12,Daka Koz,2009-02-17 12:42:19,International,"[2, 92]",0,3810,1015
242,6357,training,1835,Raya Brass Band,6,Zaharoula,2009-02-17 12:43:38,International,"[2, 118]",0,1532,510
243,6360,training,1839,Orkestra Keyif,8,Sabah Sabah Seyredelim Yaliyi,2009-02-17 12:49:15,International,"[2, 102, 118]",3,8886,5002
244,6366,training,1837,Zikrayat,12,Taheya,2009-02-17 12:54:42,International,"[2, 102]",5,4103,3607
245,6367,training,1259,The Sounds of Taraab,12,"Manowe, Mahaba Wa Takanini, Mapenz",2009-02-17 12:54:54,International,"[2, 92]",0,3420,856
